CODE,XMMC,XMDZ,location,pname,city,vname
25938,仙湖花园12号楼,南海区丹灶镇仙湖旅游度假区,,,,
25939,嘉怡名苑,佛山市南海区里水镇和顺文教路8号,,,,
25945,碧玉豪庭,佛山市南海区西樵镇江浦东路51号,,,,
25952,豪润名苑,佛山市南海区罗村罗湖区北湖二路,,,,
25958,富悦楼,佛山市南海区罗村乐安开发区十四小区,,,,
25960,汇晖豪庭,佛山市南海区罗村街道旺芝南街1号,,,,
25962,文华居,佛山市南海区罗村街道罗湖区状元路文华居,,,,
25968,向明苑,南海区沙头镇北村向明苑,,,,
25969,向明苑住宅小区A1型1座、2座、3座、A2型5座、6座,沙头镇北村向明苑,,,,
26453,海逸锦绣公馆,佛山市南海区里水镇甘蕉村委会上街村“虎头岗”,,,,
25971,富安花园B区,乐城二路,,,,
26455,承展大厦北楼,佛山市南海区桂城街道海四路19号,,,,
26481,广佛新世界庄园佛环路云悦果岭,佛山市南海区大沥镇高尔夫路333号,,,,
26452,朗晴轩,佛山市南海区罗村街道北湖二路4号,,,,
26521,<null>,<null>,,,,
23878,阳光·海岸花园,九江镇江滨路,,,,
23891,阳光··海岸花园二期,佛山市南海区九江镇江滨新区镇政府侧,,,,
23901,四季康城,"佛山市南海区西樵崇南黎涌村""黎涌塱""东区",,,,
23917,大沥商业步行街,大沥城南二路,,,,
23920,海琴轩,佛山市南海区大沥镇城区工业大道31号,,,,
23927,星琴花园,南海区桂城海辉路11号,,,,
23930,和桂商业广场,佛山市南海区和顺镇和桂工业园内,,,,
23936,西樵金典广场,佛山市南海区西樵登山大道,,,,
23942,四季花城,黄岐浔峰洲路8号,,,,
24036,聚豪花苑二期,南海区西樵镇西樵山环山大道山根段侧,,,,
24053,碧豪轩,佛山市南海区西樵镇龙角路2号,,,,
24055,樵晖新城聚豪花苑,南海区西樵镇西樵山环山大道山根段侧,,,,
24080,金龙大厦,南海西樵镇江浦东路34号,,,,
24082,金碧海岸花园,佛山市南海区里水镇草场村,,,,
24152,骏雅豪园,盐步穗盐路“石涌北”路段,,,,
24162,汇江假日花园,佛山市南海汇江物业有限公司,,,,
24196,德明大厦,南海区大沥镇体育路,,,,
24199,中环广场,南海市黄岐区宏威路,,,,
24201,黄岐瑞丽花园,黄岐沿江路,,,,
24205,金辉名居,九江,,,,
24208,洛明楼,南海区九江镇洛浦大道19号,,,,
24211,洛阳楼A座,南海市九江镇洛浦大道开发区,,,,
24212,洛阳楼B座,南海市九江镇洛浦大道开发区,,,,
24213,儒林园,南海市九江镇儒林东路68-70号,,,,
24214,景辉楼,佛山市南海区九江镇洛浦大道开发区,,,,
24216,高逸华轩,佛山市南海区九江镇上西村委会新堤西路38号,,,,
24218,洛昌楼,南海区九江镇洛浦大道46号,,,,
24219,洛霞楼,南海市九江镇洛浦大道开发区,,,,
24221,洛晴楼,南海区九江镇下西洛浦大道开发区,,,,
24222,洛昊楼,南海区九江镇洛浦大道62号,,,,
24224,金港湾,佛山市南海区九江镇新堤西路22号,,,,
24226,金港湾商业中心,佛山市南海区九江镇新堤西路20号,,,,
24228,海逸盛世桃园,佛山市南海区狮山镇松岗新城区桥西,,,,
24233,中海万锦东苑,广东省佛山市南海区桂城街道宝翠北路33号,,,,
24242,中海万锦豪园,广东省佛山市南海区桂城街道锦园路8号,,,,
24283,中海金沙湾,广东省佛山市南海区大沥镇黄岐建设大道1号中海金沙湾,,,,
24331,翠鸣轩,佛山市南海区桂城街道南海大道北9号之一,,,,
24333,金色家园,佛山市南海区桂城桂平西路16号,,,,
24354,金御华府,佛山市南海区桂城桂平西路8号,,,,
24374,洛浦园,佛山市南海区九江镇大正路北15号,,,,
26432,中信金山湾花园,佛山市南海区里水镇-里水,,,,
26468,风度花园,佛山市南海区罗村街道罗湖中路3号,,,,
26475,尚观嘉园,佛山市南海区罗村街道罗村大道南3号,,,,
26485,广佛新世界庄园佛环路华仕半山,佛山市南海区大沥镇高尔夫路333号广佛新世界庄园,,,,
25708,桂丹颐景园,南海区丹灶镇桂丹西路21.22号,,,,
25567,樵山明珠花园,广东省佛山市南海区西樵镇樵华南路8号,,,,
24897,瑞安花园,佛山市南海区大沥镇黄岐广佛路南侧,,,,
27147,荟悦园,佛山市南海区大沥镇-岭南路63号,,,,
27141,盈信城市花园,佛山市南海区九江镇下北大道2号,,,,
27167,绿地香树花园,佛山市南海区里水镇-里水,,,,
25045,怡翠玫瑰园,佛山市南海区桂城街道季华七路2号,,,,
25070,黄岐第一城第三期,佛山市南海区大沥镇黄岐北环东路以南,,,,
25076,锦绣华庭,佛山市南海区狮山镇狮山办事处小小路1号,,,,
25087,锦绣北苑,佛山市南海区狮山镇狮山街道办事处科技北路1号,,,,
25092,碧桂园山水桃园,佛山市南海区里水镇大冲村展旗山脚,,,,
25106,绿琴花城（班芙）,佛山市南海区里水沙涌,,,,
25122,碧海湾花园,南海区平洲平西村上海村小组,,,,
25131,九龙小商品批发城,佛山市南海区大沥镇大沥水头九龙涌,,,,
25185,南海碧桂园,佛山市南海区大沥雅瑶横马岗,,,,
25307,银丰花园南区,南海区盐步广佛路横江路段,,,,
25318,名汇苑,南海区大沥沥苑路,,,,
25322,名都畔山华庭,"佛山市南海区丹灶镇仙岗经济社""沙教岗""地段",,,,
25332,天晟·海琴湾,佛山市南海区丹灶镇天晟·海琴湾,,,,
25377,新堤乐居,广东省佛山市南海区九江镇上西村委会新堤西路18号,,,,
25379,誉江华府,佛山市南海区九江镇江滨新区331号,,,,
25390,嘉裕豪庭,广东省佛山市南海区九江镇下北村委会大正路126号,,,,
25392,嘉裕雅轩,佛山市南海区九江镇洛浦大道1号,,,,
25394,东海广场,佛山市南海区丹灶镇联沙东海广场,,,,
25405,东海名都花园,佛山市南海区丹灶镇联沙东海名都花园,,,,
25414,金名都,佛山市南海区里水镇里广路6-8号,,,,
25422,永利花苑,佛山市南海区西樵镇樵金南路211号,,,,
25427,樵山美地花园,佛山市南海区西樵镇锦云路97号,,,,
25445,风度国际名苑,佛山市南海区大沥镇黄岐黄海路1号之三,,,,
25457,翠湖绿洲花园,佛山市南海区罗村街道贵隆路1号,,,,
25524,山林水语新城,佛山市南海区西樵镇西岸新城区新城中路北101号,,,,
25535,金安大厦,佛山市南海区桂城南海大道北20号,,,,
25537,嘉景华庭,佛山市南海区狮山镇松岗大道南18号,,,,
25549,聚居乐花苑,佛山市南海区西樵镇银杏路5号,,,,
25551,里水第一城,佛山市南海区里水镇沿江西路3号,,,,
25554,尚观御园,佛山市南海区罗村街道北湖一路9号,,,,
25573,金溪尚筑,佛山市南海区里水镇和顺官和路北二街2号,,,,
25577,承业大厦,广东省佛山市南海区桂城街道南平西路13号,,,,
25578,粤港金融科技园,佛山市南海区桂城街道金科路6号,,,,
25580,紫山花园,佛山市南海区里水镇里水大道南53号,,,,
25585,上林一品苑,佛山市南海区丹灶镇迎金一路1号,,,,
25590,美嘉广场,佛山市南海区大沥镇黄岐广佛路97号,,,,
25592,三山科创中心,广东省佛山市南海区桂城街道港口路12号,,,,
25594,沙龙名轩,广东省佛山市南海区九江镇沙头青平路10号,,,,
25597,创越时代文化创意园,佛山市南海区桂城街道夏南路61号,,,,
25603,安居楼,南海大道51区,,,,
25606,桂城俊雅花园,南海市桂城海五路、南海大道三胜河以北,,,,
25611,联华大厦,南海区桂城南海大道北16号,,,,
25613,长信银湾花园,佛山市南海区罗村街道罗村大道中2号,,,,
25626,和悦湾,南海区九江镇大正路南55号,,,,
25628,保利公馆,广东省佛山市南海区大沥镇岭南路83号,,,,
25638,南海万达华府,佛山市南海区桂城街道桂澜北路30号,,,,
25642,南海万达广场,佛山市南海区桂城街道桂澜北路28号,,,,
25648,汇豪嘉园,广东省佛山市南海区大沥镇盐步广佛路平地段89号,,,,
25654,城宇名轩,佛山市南海区狮山镇小塘塘新中路9号,,,,
25658,利海尖东半岛花园,广东省佛山市南海区桂城街道半岛路9号,,,,
25666,汇尚华庭,南海区丹灶镇科教路2号汇尚华庭,,,,
25668,风度广场,佛山市南海区罗村街道南湖二路4号,,,,
25682,碧玉名轩,佛山市南海区西樵镇崇南村大德路1号,,,,
25687,联诚香堤水岸,佛山市南海区里水镇里水大道中4号,,,,
25694,雅景华轩,佛山市南海区九江镇沙头桂香路,,,,
25706,中盈广场,佛山市南海区大沥镇金贸大道6号,,,,
25727,悦万广场,佛山市南海区桂城街道南海大道北46号,,,,
25733,中海千灯湖花园,桂城街道灯湖西路3号,,,,
25744,中海锦城国际花园,广东省佛山市南海区桂城街道海八东路1号,,,,
25750,凯欣名苑,佛山市南海区丹灶镇祥泰路1号凯欣名苑,,,,
25758,中旅岭南绿洲花园,广东省佛山市南海区西樵镇西岸庆云大道2号,,,,
25764,养生谷花园,广东省佛山市南海区西樵镇西岸庆云大道1号,,,,
25778,金域蓝湾,广东省佛山市南海区桂城街道半岛路11号,,,,
25822,景裕嘉园,广东省佛山市南海区大沥镇盐步街道穗盐东路1号,,,,
25829,新濠轩,佛山市南海区西樵镇紫薇路1号新濠轩,,,,
25831,新濠花苑,佛山市南海区西樵镇芙蓉路3号新濠花苑,,,,
25833,丽日世纪·金鼎,广东省佛山市南海区桂城街道桂澜路16号,,,,
25835,中企绿色总部中心,佛山市里水镇里水东部工业园区中金路1号中企绿色总部中心,,,,
25843,盈达百花名轩,佛山市南海区九江镇儒林东路87号,,,,
25847,金色溪谷花园,佛山市南海区里水镇旗峰路８号,,,,
25862,恒大金碧湾,佛山市南海区里水镇草场村,,,,
25869,星御名都,佛山市南海区里水镇里水大道北89号,,,,
25871,凯业尚筑,广东省佛山市南海区狮山镇小塘福源路4号,,,,
25876,依云曦城花苑,广东省佛山市南海区狮山镇科技北路3号,,,,
25887,依云天汇花苑,广东省佛山市南海区桂城街道南平路26号,,,,
26457,桂南银都,广东省佛山市南海区狮山镇文化中路5号,,,,
25898,盛业名轩,佛山市南海区罗村街道北湖二路2号盛业名轩,,,,
25900,澳锦名苑,南海丹灶镇金沙城区D4小区,,,,
25906,华南五金商厦,南海区金沙镇桂丹路南侧,,,,
25908,金沙教师楼,南海区丹灶镇金沙城区C-5小区,,,,
25909,樵晖名苑,佛山市南海区西樵镇银杏路8号,,,,
25916,畔山水岸,佛山市南海区西樵镇西岸,,,,
26641,仙湖盛世家园保安室（物管用房）,广东省佛山市南海区丹灶镇仙湖环湖路6号仙湖盛世家园保安室（物管用房）,,,,
26526,凯旋名门花园,佛山市南海区狮山镇科技北路5号,,,,
26776,名汇浩湖湾花园,佛山市南海区狮山镇虹岭四路8号名汇浩湖湾花园,,,,
27094,时代倾城（四期）,佛山市南海区罗村街道,,,,
26640,仙湖盛世家园11栋,广东省佛山市南海区丹灶镇仙湖环湖路6号仙湖盛世家园11座,,,,
26631,仙湖盛世家园2栋,广东省佛山市南海区丹灶镇仙湖环湖路6号仙湖盛世家园2座,,,,
26596,保利心语花园,广东省佛山市南海区桂城街道港口路2号,,,,
26597,北湖丽都,佛山市南海区罗村街道北湖一路7号,,,,
26600,<null>,佛山市南海区狮山镇-狮山,,,,
26606,领地海纳豪庭,佛山市南海区里水镇-里水,,,,
23625,富丰新城,佛山市南海区桂城街道石龙南路8号,,,,
26682,凯业名都,佛山市南海区狮山镇小塘永安路41号,,,,
26696,高逸华府,佛山市南海区九江镇-九江,,,,
26701,华南国际医疗器材产业中心,佛山市南海区罗村街道机场路11、17号,,,,
26767,聚元商业中心,佛山市南海区桂城佛平四路16号,,,,
26781,保捷广场,佛山市南海区九江镇-沙头,,,,
26664,岐海苑,佛山市南海区大沥镇-黄岐,,,,
26792,金德名轩,佛山市南海区丹灶镇金宁社区金业路5号42座,,,,
25756,华南国际金融中心,广东省佛山市南海区桂城街道海五路28号,,,,
25467,中信山语湖花园,佛山市南海区里水镇和顺美景水库地段,,,,
26891,智富大厦,佛山市南海区桂城街道-桂城,,,,
26581,国际创智园二区,佛山市南海区桂城街道-港口路8号,,,,
26484,花伴里雅苑,广东省佛山市南海区罗村街道朗新大道3号,,,,
25768,云山峰境花园,广东省佛山市南海区丹灶镇云峰路1号,,,,
26541,风尚蓝湾,佛山市南海区狮山镇-狮山中心城区狮城路2号,,,,
26469,雅瑶绿洲,佛山市南海区大沥镇雅瑶绿洲-大沥,,,,
26466,金名都,佛山市南海区里水镇,,,,
25698,领地海纳公馆,里水镇里水大道中5号,,,,
24379,雅瑶绿洲,佛山市南海区大沥镇雅瑶绿洲,,,,
26551,山海汇花园,佛山市南海区里水镇,,,,
26607,翠馨豪庭,佛山市三水区西南街道塘九路南17号,,,,
25635,万科金域国际花园,桂城街道桂澜中路23号,,,,
28064,思贤雅筑,佛山市南海区狮山镇小塘园丁路56号,,,,
26706,金色领域广场,佛山市南海区桂城街道佛平三路1号,,,,
28069,碧桂园三水华府,佛山市三水区西南街道广海大道西北侧地块,,,,
26637,仙湖盛世家园8栋,广东省佛山市南海区丹灶镇仙湖环湖路6号仙湖盛世家园8座,,,,
26622,耀逸名轩,佛山市三水区大塘镇大沙半岛东路9号,,,,
27162,三水花园酒店附楼二期,佛山市三水区西南街道力宝街5—12座,,,,
24609,中南海晖城,佛山市南海区狮山镇白沙桥村,,,,
27051,信基广场,佛山市南海区九江镇-九江,,,,
27122,富罗恩斯广场,佛山市南海区桂城街道疏港路28号,,,,
27126,承创大厦,佛山市南海区桂城街道-,,,,
27142,<null>,<null>,,,,
26603,腾大时代广场,佛山市南海区狮山镇狮城路11号,,,,
26611,龙光君悦龙庭,佛山市南海区罗村街道罗村大道南12号,,,,
26621,黄金花园黄金苑（二期）DE座,佛山市三水区白坭镇黄金大道38号,,,,
26626,仙湖盛世家园1栋,广东省佛山市南海区丹灶镇仙湖环湖路6号仙湖盛世家园1座,,,,
26634,仙湖盛世家园5栋,广东省佛山市南海区丹灶镇仙湖环湖路6号仙湖盛世家园5座,,,,
26635,仙湖盛世家园6栋,广东省佛山市南海区丹灶镇仙湖环湖路6号仙湖盛世家园6座,,,,
26636,仙湖盛世家园7栋,广东省佛山市南海区丹灶镇仙湖环湖路6号仙湖盛世家园7座,,,,
26639,仙湖盛世家园10栋,广东省佛山市南海区丹灶镇仙湖环湖路6号仙湖盛世家园10座,,,,
26695,荟珑湾花苑,佛山市南海区大沥镇盐步横江村委会地段,,,,
26438,天晨商业大厦,佛山市南海区桂城街道-桂城,,,,
26638,仙湖盛世家园9栋,广东省佛山市南海区丹灶镇仙湖环湖路6号仙湖盛世家园9座,,,,
26571,<null>,<null>,,,,
26711,金莎华府,佛山市南海区丹灶镇,,,,
26723,嘉邦国金中心,佛山市南海区桂城街道-平洲,,,,
26727,南海怡丰城,佛山市南海区桂城街道-平洲,,,,
26728,宇佳水岸新都花园,佛山市南海区桂城街道-桂城-千灯湖-中央大街北侧,,,,
26961,绿琴花城班芙温泉小城,佛山市南海区里水镇-里水,,,,
26821,御水岸花园,佛山市南海区桂城街道南港大街御水岸花园,,,,
26942,润立丽苑,佛山市南海区西樵镇百西村建新路29、30号,,,,
26971,力合科技产业中心,佛山市南海区狮山镇-狮山镇桃园东路99号,,,,
26979,风度盛荟广场,佛山市南海区大沥镇振兴路7号风度盛荟广场,,,,
26996,大沥碧桂园华府,佛山市南海区大沥镇行政金融中心区地段,,,,
26836,泓信华府,佛山市南海区沙头水南桂香路东侧,,,,
26866,丽雅嘉园,佛山市南海区桂城街道-桂城,,,,
26951,右岸花园（欧雅右岸春天）,三水区西南街道碧雅路1号右岸花园,,,,
27002,中南海晖花园,南海区里水镇里和公路白岗路段西侧,,,,
27026,荟映花园,佛山市南海区狮山镇-狮山,,,,
27017,中盛大厦,佛山市南海区桂城街道桂澜北路4号,,,,
27071,天安中心,佛山市南海区桂城街道-桂城,,,,
26911,珑悦花园,佛山市南海区桂城街道-桂城街道季华路南侧，桂澜路西侧D11街区,,,,
26931,保利紫山国际花苑,佛山市南海区里水镇-里水,,,,
26926,南海西岸旅游产业园五星级酒店,佛山市南海区西樵镇-西樵,,,,
26966,保利中景花园,佛山市三水区西南街道,,,,
27032,晓峰轩,佛山市南海区狮山镇狮山城区,,,,
27046,澳盈商务中心,佛山市三水区西南街道,,,,
26801,御雅轩,佛山市南海区狮山镇松岗大道北333号,,,,
26952,成功花园,佛山市三水区芦苞镇,,,,
26987,狮山镇小塘城区兴祥东邨恒顺楼,佛山市南海区狮山镇-小塘,,,,
27077,依云置地中心,广东省佛山市南海区桂城街道桂澜北路26号,,,,
27088,美尚轩,佛山市三水区西南街道塘福路6号,,,,
27092,力迅领筑,广东省佛山市南海区狮山镇罗村北湖一路18号,,,,
27593,三水万达广场,佛山市三水区云东海街道南丰大道翠云路,,,,
27033,中南海晖花园,南海区里水镇和顺里和公路白岗路段西侧（土名）“白蒙桥”地段,,,,
27153,新凯广场,佛山市南海区桂城街道A27街区02地块,,,,
27111,领地海纳豪苑,佛山市南海区里水镇-里水,,,,
27113,依云公馆,佛山市南海区九江镇大正北路8号,,,,
27132,承创大厦,佛山市南海区桂城街道灯湖东路10号,,,,
27143,<null>,<null>,,,,
27242,世爵府邸,佛山市南海区西樵镇-西樵,,,,
27245,盛凯尚苑,佛山市三水区乐平镇乐华路29号,,,,
27187,依云华府,佛山市南海区狮山镇罗村管理处北湖一路“信友产业园”地段,,,,
27222,长信帝景峰豪园,佛山市南海区狮山镇广云路313号,,,,
27283,华茂大厦,佛山市三水区西南街道鲁村村民委员会“黎应基头”,,,,
27267,光明花半里雅筑,广东省佛山市南海区狮山镇罗村大道南1号,,,,
27307,融创熙园,佛山市三水区乐平镇创新大道东3号,,,,
27313,中海锦苑,广东省佛山市南海区桂城街道大德路3号,,,,
27292,中海寰宇天下花园,广东省佛山市南海区桂城街道桂澜中路18号,,,,
27262,博雅滨江花园,佛山市三水区西南街道文锋西路55号,,,,
27318,欧浦金属交易港,佛山市南海区九江镇大伸工业区地段,,,,
27199,越秀星汇云锦广场,佛山市南海区桂城街道-桂城,,,,
27383,聚豪雅居,佛山市南海区西樵镇樵乐路82号,,,,
28549,康怡商业大楼,佛山市南海区桂城街道永安北路永盛街2号,,,,
27393,悦荔花园,广东省佛山市南海区大沥镇盐步河东中心路悦荔花园,,,,
27378,宇能数码广场,佛山市南海区里水镇-里水大道南46号,,,,
28574,华亚广场,佛山市南海区大沥镇桂和路水头路段38号,,,,
27227,十里尚堤花园,佛山市南海区里水镇-沙涌上沙村,,,,
28639,万豪大厦,佛山市三水区大塘镇大布沙大兴大道中98号,,,,
27192,江帆花园,佛山市三水区白坭镇,,,,
26857,联达大厦,佛山市南海区桂城街道-桂城,,,,
26871,君湖天下花园,佛山市南海区罗村街道北湖二路8号,,,,
26886,尚观公馆,佛山市南海区罗村街道南湖二路2号,,,,
28894,<null>,<null>,,,,
27093,力迅雅筑,广东省佛山市南海区狮山镇罗村北湖一路16号,,,,
27006,海逸桃源花园,佛山市南海区狮山镇-松岗,,,,
27034,恒业楼,佛山市南海区狮山镇-小塘,,,,
26840,盈信御海名筑,佛山市南海区九江镇新堤西路23号,,,,
26916,长信御景峰豪园,佛山市南海区里水镇-里水,,,,
27076,阳光国际广场,佛山市南海区桂城街道桂澜中路16号,,,,
27007,名澳汇锦桃园,佛山市南海区狮山镇松岗大道北332号,,,,
27067,中企绿色总部中心,佛山市南海区里水镇-东部工业园区中金路1号中企绿色总部中心,,,,
27101,<null>,<null>,,,,
27202,景观花园,佛山市南海区西樵镇-西樵,,,,
27232,领地海纳君庭,佛山市南海区大沥镇-大沥,,,,
27423,亿能国际广场,佛山市南海区桂城街道桂澜北路2号,,,,
27488,鸿港湾公馆,佛山市南海区九江镇康宁路18号,,,,
27513,和富博湖轩,佛山市南海区狮山镇红星南路17号,,,,
27543,荣基嘉园,佛山市南海区九江镇-九江大正路北23号,,,,
27212,华瑞帝景湾花园,佛山市三水区西南街道三达南路1号,,,,
27287,金爵士广场,广东省佛山市南海区丹灶镇丹横路5号金爵士广场,,,,
27312,湖岸豪庭,佛山市南海区狮山镇罗村管理处北湖二路7号,,,,
27324,国华新都,佛山市南海区大沥镇太平大道8号,,,,
27197,三盛颐景园,佛山市南海区西樵镇-西樵,,,,
27343,西樵纺织科技大厦,佛山市南海区西樵镇-西樵,,,,
27358,樵山明珠公馆,佛山市南海区西樵镇爱国村杏头村“独岗边”,,,,
27123,龙汇大厦,佛山市南海区大沥镇毅贤路8号,,,,
27282,敏捷天骄苑,佛山市南海区大沥镇-黄岐,,,,
27373,中旅银湾花园,佛山市南海区西樵镇-西樵镇西岸旅游产业园（A区）地段,,,,
27334,方舟建筑产业中心,广东省佛山市南海区桂城街道夏南路58号,,,,
25424,聚兴花园,佛山市南海区西樵镇银杏路12号,,,,
27438,海浩商务大厦,佛山市南海区大沥镇-黄岐西环路3号,,,,
27468,恒福新里程花园,佛山市三水区云东海街道德兴北路1号,,,,
27473,联东优谷园,佛山市南海区丹灶镇大金智地一期地块,,,,
27483,樵岭国际商业中心,佛山市南海区西樵镇-西樵江浦东路26号,,,,
27538,明智雅苑,佛山市三水区云东海街道明海路1号,,,,
27548,双汇广场,佛山市三水区南山镇,,,,
27081,樵岭国际商业中心,佛山市南海区西樵镇-西樵江浦东路26号,,,,
27413,万悦新都,佛山市南海区狮山镇-小塘,,,,
27573,三水德保豪庭,佛山市三水区西南街道文锋西路28号,,,,
28384,康怡雅居,佛山市南海区桂城街道永安中路113号,,,,
27683,南山侨苑,佛山市三水区南山镇择善路2号,,,,
28634,海创大厦,佛山市南海区桂城街道-桂城,,,,
28644,<null>,<null>,,,,
27403,万怡新都,佛山市南海区狮山镇-小塘兴祥东邨,,,,
27418,紫悦明都,佛山市南海区狮山镇小塘三环东地段,,,,
27493,广顺新能源科技大厦,佛山市南海区丹灶镇南海生态工业示范园区,,,,
27688,坚美展贸大厦,佛山市南海区大沥镇广佛国际商贸城中心区,,,,
27733,海奥公馆,佛山市南海区狮山镇科技北路6号,,,,
27398,三星金融大厦,佛山市南海区里水镇-里水大道南30号,,,,
27408,桐林美苑,佛山市南海区大沥镇-盐步盐秀路南井路段,,,,
27433,金域花园,佛山市南海区桂城街道-桂城,,,,
27478,保利紫山国际花苑,佛山市南海区里水镇里水大道南53号,,,,
27744,智联电商采购中心,佛山市南海区大沥镇-大沥,,,,
27813,观山上岛花园,佛山市南海区西樵镇樵高路2号观山上岛花园,,,,
27908,万景豪园,佛山市三水区云东海街道鲁村路6号,,,,
27728,中铁建水岸公馆,佛山市南海区桂城街道-融津路4号,,,,
27923,樵汇花园,佛山市南海区西樵镇官太路9号,,,,
22786,天安鸿基花园,南海区松岗镇南国桃园,,,,
25435,凰樵假日,佛山市南海区西樵镇江浦西路112号,,,,
25652,宏宇景裕豪园,广东省佛山市南海区桂城街道60街区,,,,
28104,<null>,<null>,,,,
27959,兆丰豪庭,佛山市三水区西南街道芒果岗地块,,,,
27843,丽善轩,佛山市三水区西南街道中心城区十六小区地块十五,,,,
27883,明浦居,佛山市南海区九江镇洛浦大道63号明浦居,,,,
28094,中海寰宇天下花园,佛山市南海区桂城街道-,,,,
28109,时代廊桥苑,佛山市南海区桂城街道-灯湖西路7号,,,,
28119,瀚蓝广场,佛山市南海区桂城街道-广东省金融高新区B区中央大街北侧,,,,
28004,雅居乐御景豪庭,佛山市南海区大沥镇振兴路80号雅居乐御景豪庭,,,,
27788,天海城市花园,佛山市南海区大沥镇竹基南路16号,,,,
27994,广佛新世界庄园凯璟湾,佛山市南海区狮山镇高尔夫路333号广佛新世界庄园20区,,,,
27829,佰德广场,佛山市南海区大沥镇-盐步,,,,
28009,碧堤雅苑,佛山市三水区西南街道西南涌右岸一号地,,,,
27888,华盛圆坊名荟花园,佛山市三水区乐平镇范湖村民委员会骆村“大头院布”（土名）,,,,
28054,汇信华府,佛山市三水区西南街道建设二路3号,,,,
27930,三水新动力广场,佛山市三水区西南街道西青大道8号A地块,,,,
28014,御澳湾豪庭,佛山市三水区乐平镇范湖新政路12号御澳湾豪庭,,,,
28089,长华国际商业中心,佛山市南海区狮山镇博爱中路68号,,,,
21175,锦溢豪庭,佛山市三水区乐平镇新平一街1号,,,,
21233,雍翠新城君临,佛山市三水区乐平镇乐南路3号,,,,
22707,骏颖居商住楼,南海市盐步区盐步大道西侧,,,,
27450,沙南轩,佛山市南海区九江镇-沙头,,,,
27554,中海万锦熙岸花园,广东省佛山市南海区桂城街道环岛东路1号,,,,
27608,恒福天悦花园,佛山市南海区狮山镇-狮山,,,,
27588,云山峰境花园项目幼儿园,佛山市南海区丹灶镇云峰路1号云山峰境花园幼儿园,,,,
27939,珍丰广场,佛山市南海区丹灶镇商业大道1号,,,,
27524,桂南雅都,佛山市南海区九江镇-大正路南72号,,,,
21383,恒达花园,三水区西南街道十三小区1号地块,,,,
27893,富丰广场,广东省佛山市南海区桂城街道佛平四路1号,,,,
27658,乐趣荟广场,佛山市南海区大沥镇-大沥,,,,
27653,中海金沙里花园,佛山市南海区里水镇草场村白塔村民小组地段,,,,
27663,珑耀华府,佛山市南海区大沥镇盐步蟾龙北路1号,,,,
27668,西樵江滨花园锦绣龙湾,佛山市南海区西樵镇北江大堤路6号,,,,
27704,百利达广场,佛山市三水区云东海街道南丰大道3号,,,,
27558,尚悦公馆,佛山市南海区大沥镇-盐步,,,,
27528,圆坊都荟,佛山市三水区乐平镇,,,,
27603,伟业华誉豪庭,佛山市南海区大沥镇-大沥,,,,
27643,中汇大厦,佛山市南海区桂城街道南二路18号,,,,
27713,怡翠尊堤,佛山市南海区大沥镇奇槎“老鼠墩”、“狮头”地段,,,,
28264,金域雅园,佛山市南海区桂城街道气象路20号,,,,
28279,广佛新世界庄园上城,佛山市南海区狮山镇高尔夫路333号广佛新世界庄园上城,,,,
28294,长信公馆,佛山市南海区里水镇里广路170号,,,,
28301,恒大曦苑,佛山市南海区大沥镇-大沥,,,,
28314,珑门广场,佛山市南海区大沥镇-大沥,,,,
27753,恒湖轩,佛山市南海区狮山镇高尔夫路338号,,,,
27773,金域城东花园,佛山市南海区桂城街道宝石东路8号,,,,
27778,京华广场,佛山市南海区桂城街道融和路16号,,,,
27834,骊骏华轩,佛山市南海区九江镇-沙头,,,,
23679,和丰颖苑,佛山市南海区丹灶镇-丹灶,,,,
27929,万豪大厦,佛山市三水区大塘镇大兴大道中98号,,,,
27969,时代廊桥花园,佛山市三水区西南街道建设一路17号,,,,
27903,碧善轩,佛山市三水区西南街道,,,,
27974,时代廊桥花园,佛山市三水区西南街道建设一路17号,,,,
28024,松晖名苑,佛山市南海区狮山镇松岗松石路1号,,,,
28114,星星大厦,佛山市南海区桂城街道文华北路48号,,,,
28084,利嘉阁,广东省佛山市南海区桂城街道夏东大道以东，夏平路以北地段,,,,
27763,润丰花园,佛山市南海区大沥镇-盐步联安村“汪波里”“六亩头”地段,,,,
27708,恒福丽铂公馆,佛山市三水区西南街道三达路10号,,,,
27808,新南达大厦,佛山市南海区狮山镇官窑永安大道东2号,,,,
27979,保利中韵花园,佛山市三水区西南街道,,,,
28144,鸿安花园,佛山市三水区西南街道西青大道23号,,,,
26986,丽日广场,广东省佛山市南海区桂城街石石肯村一村东东便围工业区地段,,,,
28274,三山智汇广场,佛山市南海区桂城街道环岛西路16号,,,,
28219,莱福花园,佛山市三水区大塘镇玉塘路1号,,,,
28254,欧浦指日美景花园,佛山市南海区狮山镇广云路308号,,,,
28159,<null>,<null>,,,,
28134,悦珑水岸花园,佛山市南海区西樵镇-西樵,,,,
28164,御堡国际商务中心,佛山市南海区桂城街道-清风中路B22街区地块,,,,
22407,黄岐沙面新城,佛山市南海区大沥镇黄岐海北大道,,,,
28369,十里尚堤南苑,佛山市南海区里水镇沙涌社区居民委员会上沙涌路37号,,,,
28235,<null>,<null>,,,,
28509,金域缇香花园,佛山市南海区里水镇-沙涌村湖洲村民小组地段,,,,
